,Time,User,Tweet,Location,Retweets
0,2023-02-18 13:47:20+00:00,HarpreetS95,"In 2023, there will be a greater focus on sustainability to combat climate change, including increased investment in renewable energy, efforts to reduce carbon emissions, and measures to combat plastic pollution.

$ACH @AlchemyPay #AlchemyPay

@luckykarann @sanket17_ @Wasimkh110 https://t.co/TBtO14lPNi https://t.co/bBmqTQatuN",India,0
1,2023-02-18 13:46:42+00:00,HarpreetS95,"@AlchemyPay In 2023, there will be a greater focus on sustainability to combat climate change, including increased investment in renewable energy, efforts to reduce carbon emissions, and measures to combat plastic pollution.

$ACH @AlchemyPay #AlchemyPay

@luckykarann @sanket17_ @Wasimkh110 https://t.co/8P68ZcR9o1",India,0
2,2023-02-18 13:23:57+00:00,lwsdm,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,helsinki,55
3,2023-02-18 13:19:59+00:00,Sam_Mas66,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
4,2023-02-18 12:39:56+00:00,RobertS91081322,"RT @RobertS91081322: @greg_price11 5/? From American Taxpayers and make politicians, Bureaucrats and the Elitists of WEF richer. Where are…",United States,1
5,2023-02-18 12:21:12+00:00,zerocruel,"@TimEdwards1969 @LotFCardGame The people benefit from much cheaper renewable energy, not oil oligarchs and a few billionaire families want a bigger second yacht.

Why do you think climate change denial is funded by some of them?

https://t.co/EFue2hhA5n.","UK, Europe",0
6,2023-02-18 12:14:13+00:00,KhalidWaleed_,"2️⃣/ 🌿🌬️ These projects can include things:
⭐Reforestation🌳
⭐Renewable energy♻️
⭐Energy efficiency upgrades💡
By supporting these projects, carbon credit purchasers are contributing to the fight against climate change.","Islamabad, Pakistan",1
7,2023-02-18 12:03:30+00:00,UnfiltrdFacts,"Renewable energy is the future! Solar, wind, and hydropower are just a few of the many clean energy sources that can help us reduce our carbon footprint and combat climate change. #GoGreen #SustainableLiving",,0
8,2023-02-18 11:54:11+00:00,ricercata1,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Planet 3 in the Nature Reserve,55
9,2023-02-18 11:51:57+00:00,ProgressiveJimi,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"London, England",55
10,2023-02-18 11:33:37+00:00,ahmedmctaggart1,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
11,2023-02-18 11:15:04+00:00,UKGreenbuilding,"Online Workshop: Business Climate Challenge Energy Management Workshop, February 21, 1pm: https://t.co/7nIzMPPzBJ @mayoroflondon #business #energyefficiency #netzero #energymanagement #energybills #carbon #emissions #climatechange #greenjobs #businessclimatechallenge #London #UK https://t.co/cgJ5YY6X1Z",,0
12,2023-02-18 11:14:24+00:00,RobertS91081322,"@greg_price11 5/? From American Taxpayers and make politicians, Bureaucrats and the Elitists of WEF richer. Where are the grants for renewable energy? If Climate change is real? I have 32 letters of denial from DOE the US government and the Climate Czars who also claim to be Philanthropists",United States,1
13,2023-02-18 11:10:10+00:00,aldogrech,RT @aldogrech: Carbon capture (CCS) is not the most effective solution for mitigating climate change. We need a holistic approach that incl…,global,1
14,2023-02-18 10:54:58+00:00,madderose,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
15,2023-02-18 10:01:23+00:00,CarolineTNoble,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Glasgow, Scotland",55
16,2023-02-18 09:24:20+00:00,MrBelas,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
17,2023-02-18 09:22:56+00:00,SybilSpence1,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
18,2023-02-18 09:21:00+00:00,Idontmind64,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"East Midlands, England",55
19,2023-02-18 09:02:11+00:00,RejoinersRus,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Hertfordshire, uk",55
20,2023-02-18 09:01:10+00:00,Philgry,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
21,2023-02-18 08:57:34+00:00,weeman75_,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
22,2023-02-18 08:55:41+00:00,grumgeo,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Glasgow,55
23,2023-02-18 08:55:22+00:00,_slatternly,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Cambridge, UK",55
24,2023-02-18 08:54:52+00:00,alomshaha,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,London,55
25,2023-02-18 08:54:39+00:00,RobDunsmore,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
26,2023-02-18 08:53:50+00:00,yunod,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,↑,55
27,2023-02-18 08:53:08+00:00,rapclassroom,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"London, England",55
28,2023-02-18 08:51:11+00:00,ianapharri,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,,55
29,2023-02-18 08:48:32+00:00,downkellar,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Scotland,55
30,2023-02-18 08:46:40+00:00,JohnChivall,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Glasgow,55
31,2023-02-18 08:46:22+00:00,jezm,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Brighton,55
32,2023-02-18 08:46:21+00:00,LesleyM25724591,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Scotland, United Kingdom",55
33,2023-02-18 08:45:11+00:00,stevethain,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Scotland,55
34,2023-02-18 08:44:11+00:00,al_crosbie,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,"Edinburgh, Scotland",55
35,2023-02-18 08:43:25+00:00,patrickharvie,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Glasgow,55
36,2023-02-18 08:32:14+00:00,macl_john,RT @DeSmog: DEBUNK: Spiked columnist Ella Whelan made misleading claims about North Sea oil &amp; renewable energy on a recent BBC Question Tim…,Glasgow,55
